id,sku,brand,old_type,new_type,sub_type,changed,name
2372,WF-1M13,American Standard,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây đứng cảm biến nhiệt độ Loven American Standard WF-1M13 (WF1M13)"
2373,WF-1M72,American Standard,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây nóng lạnh Loven American Standard WF-1M72 (WF1M72)"
2374,WF-9071,American Standard,sen-tam,sen-dung,,YES,"Cây sen phun mưa American Standard WF-9071 (WF9071)"
2375,S203C,CAESAR,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh Caesar S203C"
2376,S383C,CAESAR,tay-sen,tay-sen,,,"Bộ vòi sen tắm nóng lạnh Caesar S383C (Tay sen tắm xi)"
2377,S353C,CAESAR,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh Caesar S353C"
2378,TBW01404AA,TOTO,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ TOTO TBW01404AA dòng G 2 chế độ"
2379,TBW01402AA,TOTO,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ TOTO TBW01402AA dòng G (không xả bồn)"
2380,26507000,GROHE,sen-nhiet-do,sen-dung,,YES,"Bộ cây sen tắm ổn nhiệt Euphoria SmartControl 310 Duo GROHE 26507000"
2381,26114002,GROHE,sen-nhiet-do,sen-dung,,YES,"Bộ cây sen tắm ổn nhiệt Euphoria 260 GROHE 26114002"
2382,26075000,GROHE,sen-nhiet-do,sen-dung,,YES,"Bộ cây sen tắm ổn nhiệt Euphoria XXL Grohe 26075000"
2383,27475001,GROHE,sen-nhiet-do,sen-dung,,YES,"Bộ cây sen tắm ổn nhiệt Euphoria system Grohe 27475001"
2384,26510000,GROHE,sen-nhiet-do,sen-dung,,YES,"Bộ cây sen tắm ổn nhiệt SmartControl Euphoria Grohe 26510000"
2385,26508000,GROHE,sen-nhiet-do,sen-dung,,YES,"Bộ cây sen tắm ổn nhiệt SmartControl Euphoria Grohe 26508000"
2386,27964000,GROHE,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm ổn nhiệt Euphoria Grohe 27964000"
2387,27296001,GROHE,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm ổn nhiệt Euphoria 180 Grohe 27296001"
2388,27922001,GROHE,sen-nhiet-do,cu-sen,,YES,"Bộ sen tắm nhiệt độ New Tempesta Cosmopolian Grohe 27922001"
2389,26305001,GROHE,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh New Tempesta Cosmopolian Grohe 26305001"
2390,27394001,GROHE,sen-cay,sen-dung,,YES,"Sen cây New Tempesta Cosmo 200 Grohe 27394001"
2391,26244001,GROHE,sen-cay,sen-dung,,YES,"Sen cây New Tempesta 200 Grohe 26244001"
2392,27296003,GROHE,sen-nhiet-do,sen-dung,,YES,"Bộ cây sen tắm ổn nhiệt Euphoria System 260 Grohe 27296003"
2393,26244000,GROHE,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm đứng nóng lạnh Tempesta Cosmopolitan 200 GROHE 26244000"
2394,FFASS038,American Standard,sen-tam,phu-kien,bat-sen,YES,"Đầu sen tắm phun mưa American Standard 250mm FFASS038"
2395,FFAS9141,American Standard,sen-tam,phu-kien,gac-sen,YES,"Co nối kèm gác sen tròn EasySET American Standard FFAS9141"
2396,FFAS0926,American Standard,sen-tam,phu-kien,tay-sen-dau,YES,"Nút điều chỉnh đầu sen tắm American Standard FFAS0926"
2397,FFAS0925,American Standard,tay-sen,tay-sen,,,"Nút điều chỉnh cho tay sen EasySET American Standard FFAS0925"
2398,FFAS0927,American Standard,sen-tam,phu-kien,linh-kien,YES,"Nút điều chỉnh cho thân vòi sen EasySET American Standard FFAS0927"
2399,WF-0721,American Standard,sen-am-tuong,sen-am-tuong,1-duong,,"Sen tắm âm tường American Standard Neo Modern WF-0721 (WF0721)"
2400,WF-0921,American Standard,sen-am-tuong,sen-am-tuong,1-duong,,"Sen tắm âm tường American Standard Milano WF-0921 (WF0921)"
2401,WF-1322,American Standard,sen-am-tuong,sen-am-tuong,1-duong,,"Sen tắm âm tường American Standard Acacia WF-1322 (WF1322)"
2402,WF-1721,American Standard,sen-am-tuong,sen-am-tuong,1-duong,,"Sen tắm âm tường American Standard Signature WF-1721 (WF1721)"
2403,WF-3921,American Standard,sen-am-tuong,sen-am-tuong,1-duong,,"Sen tắm âm tường American Standard Active WF-3921 (WF3921)"
2404,26481000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bộ bát sen gắn trần Rainshower SmartActive GROHE 26481000"
2405,GN101331,MOEN,sen-tam,cu-sen,,YES,"Bộ van xả MOEN GN101331"
2406,3012,MOEN,sen-tam,phu-kien,tay-sen-dau,YES,"Đầu sen tròn MOEN 3012"
2407,5470,MOEN,sen-tam,cu-sen,,YES,"Bộ đầu sen MOEN 5470"
2408,13881,MOEN,sen-tam,phu-kien,tay-sen-dau,YES,"Đầu sen lục giác MOEN 13881"
2409,16948,MOEN,sen-am-tuong,sen-am-tuong,1-duong,,"Xả dưới âm tường MOEN 16948"
2410,21333,MOEN,sen-tam,cu-sen,,YES,"Bộ đầu sen MOEN 21333"
2411,57948,MOEN,sen-am-tuong,sen-am-tuong,1-duong,,"Xả dưới âm tường MOEN 57948"
2412,120067,MOEN,sen-tam,phu-kien,day-sen,YES,"Cần sen gắn tường 40cm MOEN 120067"
2413,123582,MOEN,sen-tam,phu-kien,day-sen,YES,"Cần sen gắn tường 13cm MOEN 123582"
2414,124326,MOEN,sen-tam,cu-sen,,YES,"Bộ đầu sen MOEN 124326"
2415,124455,MOEN,sen-tam,cu-sen,,YES,"Bộ đầu sen MOEN 124455"
2416,130395,MOEN,sen-tam,cu-sen,,YES,"Bộ đầu sen MOEN 130395"
2417,131741,MOEN,sen-tam,cu-sen,,YES,"Bộ đầu sen MOEN 131741"
2418,139011,MOEN,sen-tam,phu-kien,tay-sen-dau,YES,"Đầu sen vuông MOEN 139011"
2419,150374,MOEN,sen-tam,phu-kien,tay-sen-dau,YES,"Đầu sen vuông 400x400mm MOEN 150374"
2420,150376,MOEN,bat-sen,phu-kien,bat-sen,YES,"Cần sen âm trần 304mm MOEN 150376"
2421,A501,MOEN,sen-am-tuong,sen-am-tuong,1-duong,,"Đầu Jet Massage âm tường MOEN A501"
2422,M22014,MOEN,sen-tam,phu-kien,tay-sen-dau,YES,"Đầu sen tròn MOEN M22014"
2423,M22032,MOEN,sen-tam,phu-kien,tay-sen-dau,YES,"Đầu sen tròn MOEN M22032"
2424,M22061,MOEN,sen-tam,phu-kien,tay-sen-dau,YES,"Đầu sen tròn MOEN M22061"
2425,Z002V,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen mưa COTTO Z002V"
2426,Z20(HM),COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen gắn tường COTTO Z20(HM)"
2427,Z22(HM),COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen COTTO Z22(HM) gắn tường 2 chức năng"
2428,Z426,COTTO,bat-sen,phu-kien,bat-sen,YES,"Thanh nối bát sen trần COTTO Z426"
2429,Z74,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen COTTO Z74 gắn tường 1 chức năng"
2430,Z73C,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen COTTO Z73C gắn trần 1 chức năng"
2431,Z95,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen mưa COTTO Z95 gắn tường"
2432,Z98S,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen mưa COTTO Z98S gắn tường"
2433,Z98SV,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen mưa COTTO Z98SV gắn trần"
2434,Z99S,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen mưa COTTO Z99S gắn tường"
2435,ZF01B200,COTTO,bat-sen,phu-kien,bat-sen,YES,"Khung giá đỡ 1 bát sen COTTO ZF01B200"
2436,ZF01B400,COTTO,bat-sen,phu-kien,bat-sen,YES,"Khung giá đỡ 2 bát sen COTTO ZF01B400"
2437,ZF01B600,COTTO,bat-sen,phu-kien,bat-sen,YES,"Khung giá đỡ 3 bát sen COTTO ZF01B600"
2438,ZF01LRC,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen mưa COTTO ZF01LRC âm trần Xpano (center)"
2439,ZF01MRS,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen mưa COTTO ZF01MRS âm trần Xpano (side)"
2440,ZF01MRC,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen mưa COTTO ZF01MRC âm trần Xpano (center)"
2441,ZF01RC,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen mưa COTTO ZF01RC âm trần Xpano (center)"
2442,ZF01RS,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen mưa COTTO ZF01RS âm trần Xpano (side)"
2443,ZF01SRC,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen mưa COTTO ZF01SRC âm trần Xpano (center)"
2444,ZF01WRC,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen mưa COTTO ZF01WRC âm trần Xpano (center)"
2447,24058001,GROHE,sen-am-tuong,sen-am-tuong,1-duong,,"Bộ trộn sen âm tường 2 chế độ Essence GROHE 24058001"
2448,24064001,GROHE,sen-tam,phu-kien,linh-kien,YES,"Mặt bộ trộn âm 2 chế độ Lineare GROHE 24064001"
2449,24062000,GROHE,sen-tam,cu-sen,,YES,"Mặt nạ điều khiển sen tắm GROHE 24062000"
2450,29125000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Mặt điều khiển sen tắm Grohtherm SmartControl vuông 2 chế độ kèm gác sen GROHE 29125000"
2451,29041001,GROHE,sen-am-tuong,sen-am-tuong,1-duong,,"Bộ trộn sen tắm âm tường BauLoop OHM GROHE 29041001"
2452,WF-1422,American Standard,sen-am-tuong,sen-am-tuong,1-duong,,"Vòi sen tắm âm tường American Standard WF-1422 (WF1422)"
2453,WF-3922,American Standard,sen-am-tuong,sen-am-tuong,1-duong,,"Vòi sen tắm âm tường American Standard WF-3922 (WF3922)"
2454,WF-T605,American Standard,sen-am-tuong,sen-am-tuong,1-duong,,"Vòi sen tắm âm tường American Standard WF-T605 (WFT605)"
2455,WF-T705,American Standard,sen-am-tuong,sen-am-tuong,1-duong,,"Vòi sen tắm âm tường American Standard WF-T705 (WFT705)"
2456,WF-0321,American Standard,sen-am-tuong,sen-am-tuong,1-duong,,"Vòi sen tắm âm tường American Standard WF-0321 (WF0321)"
2457,WF-1420,American Standard,sen-am-tuong,sen-am-tuong,1-duong,,"Vòi sen tắm âm tường American Standard WF-1420 (WF1420)"
2458,WF-B221,American Standard,sen-am-tuong,sen-am-tuong,1-duong,,"Vòi sen tắm âm tường American Standard WF-B221 (WFB221)"
2459,WF-0715,American Standard,sen-tam,cu-sen,,YES,"Vòi sen tắm American Standard WF-0715 (WF0715) nóng lạnh"
2460,WF-T825,American Standard,sen-tam,cu-sen,,YES,"Vòi sen lạnh American Standard WF-T825B/W"
2468,VG532,Viglacera,sen-tam,cu-sen,,YES,"Sen tắm nóng lạnh Viglacera VG532"
2469,VG507,Viglacera,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh Viglacera VG507"
2475,AT90881+AT51605,ATMOR,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh ATMOR AT90881 kèm AT51605"
2476,AT90911,ATMOR,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh Stereo ATMOR AT90911"
2477,AT90941+AT11401,ATMOR,sen-tam,cu-sen,,YES,"Bộ vòi sen ATMOR AT90941 kèm AT11401"
2478,AT90941,ATMOR,sen-tam,cu-sen,,YES,"Củ sen tắm nóng lạnh ATMOR AT90941"
2479,AT91241,ATMOR,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh Ivy ATMOR AT91241"
2480,AT91261+AT11401,ATMOR,sen-tam,cu-sen,,YES,"Bộ vòi sen ATMOR AT91261 kèm AT11401"
2481,AT91261,ATMOR,sen-tam,cu-sen,,YES,"Củ sen tắm nóng lạnh ATMOR AT91261"
2482,130395+T2285(T2284),MOEN,sen-am-tuong,sen-am-tuong,1-duong,,"Bộ vòi sen âm tường nóng lạnh MOEN 130395 kèm T2285(T2284)"
2483,5444,MOEN,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh MOEN Duna Series 5444"
2484,56132,MOEN,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh MOEN Sarras Series 56132"
2485,68132,MOEN,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh MOEN Diamond 68132"
2486,14132H,MOEN,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh MOEN Essence 14132H"
2487,15132H,MOEN,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh MOEN Siena 15132H"
2488,17132V,MOEN,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh MOEN Opia Series 17132V"
2489,21132BN,MOEN,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh nikel mờ MOEN Aurelia 21132BN"
2490,2804VS,MOEN,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh MOEN Sterope 2804VS"
2491,21132H,MOEN,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh MOEN Aurelia 21132H"
2492,MCL2595,MOEN,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh MOEN Monticenlo Series MCL2595"
2493,MCL2598,MOEN,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh MOEN Monticenlo Series MCL2598"
2494,CT1134A,COTTO,sen-tam,phu-kien,linh-kien,YES,"Van điều chỉnh sen tắm gắn tường COTTO CT1134A"
2495,CT2084,COTTO,sen-am-tuong,sen-am-tuong,nhiet-do,,"Van điều chỉnh âm tường COTTO CT2084 nhiệt độ nóng lạnh kèm van chuyển hướng 2 đường nước Anthony"
2496,CT2151A,COTTO,sen-am-tuong,sen-am-tuong,1-duong,,"Van điều chỉnh âm tường COTTO CT2151A nóng lạnh 1 đường nước Scirocco Sense"
2497,CT2162A,COTTO,sen-am-tuong,sen-am-tuong,2-duong,,"Van điều chỉnh âm tường COTTO CT2162A nóng lạnh kèm van dừng 2 đường nước Luke"
2498,CT2194A,COTTO,sen-am-tuong,sen-am-tuong,2-duong,,"Van điều chỉnh âm tường COTTO CT2194A nóng lạnh kèm van dừng 2 đường nước Sonata"
2499,CT2256A,COTTO,sen-am-tuong,sen-am-tuong,1-duong,,"Van điều chỉnh âm tường COTTO CT2256A nóng lạnh 1 đường nước Thantara"
2500,CT2267A,COTTO,sen-am-tuong,sen-am-tuong,2-duong,,"Van điều chỉnh âm tường COTTO CT2267A nóng lạnh kèm van dừng 2 đường nước Linio"
2501,CT2323A,COTTO,sen-am-tuong,sen-am-tuong,2-duong,,"Van điều chỉnh âm tường COTTO CT2323A nóng lạnh kèm van chuyển hướng 2 đường nước Essentia"
2502,CT2404A,COTTO,sen-am-tuong,sen-am-tuong,2-duong,,"Van điều chỉnh âm tường COTTO CT2404A nóng lạnh kèm van chuyển hướng 2 đường nước Waltz"
2503,CT3005AE,COTTO,sen-am-tuong,sen-am-tuong,2-duong,,"Van điều chỉnh âm tường kèm vòi xả bồn COTTO CT3005AE nóng lạnh 2 đường nước Next I"
2504,CT3008AE,COTTO,sen-am-tuong,sen-am-tuong,1-duong,,"Van điều chỉnh âm tường COTTO CT3008AE nóng lạnh 1 đường nước Next III"
2505,CT3009AE,COTTO,sen-am-tuong,sen-am-tuong,2-duong,,"Van điều chỉnh âm tường COTTO CT3009AE nóng lạnh kèm van dừng 2 đường nước Next III"
2506,CT518A,COTTO,sen-am-tuong,sen-am-tuong,2-duong,,"Van điều chỉnh âm tường COTTO CT518A nóng lạnh kèm van dừng 2 đường nước Anthony"
2507,CT599A,COTTO,sen-am-tuong,sen-am-tuong,1-duong,,"Van điều chỉnh âm tường COTTO CT599A nóng lạnh 1 đường nước Arona"
2508,CT2161A,COTTO,sen-am-tuong,sen-am-tuong,1-duong,,"Van điều chỉnh âm tường COTTO CT2161A nóng lạnh 1 đường nước Luke"
2509,CT2205A,COTTO,sen-tam,cu-sen,,YES,"Củ sen tắm COTTO CT2205A nóng lạnh Cubic"
2510,CT2243A,COTTO,sen-am-tuong,sen-am-tuong,nhiet-do,,"Van điều chỉnh âm tường COTTO CT2243A nhiệt độ nóng lạnh kèm van chuyển hướng 2 đường nước Scirocco"
2511,CT2244A,COTTO,sen-am-tuong,sen-am-tuong,nhiet-do,,"Van điều chỉnh âm tường COTTO CT2244A nhiệt độ nóng lạnh kèm van chuyển hướng 3 đường nước Scirocco"
2512,CT2245A,COTTO,sen-am-tuong,sen-am-tuong,nhiet-do,,"Van điều chỉnh âm tường COTTO CT2245A nhiệt độ nóng lạnh kèm van chuyển hướng 4 đường nước Scirocco"
2513,CT3016,COTTO,sen-am-tuong,sen-am-tuong,nhiet-do,,"Van điều chỉnh âm tường COTTO CT3016 nhiệt độ nóng lạnh kèm van chuyển hướng 2 đường nước Switch"
2514,TBW08004A,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn tường TOTO TBW08004A (2 chế độ, Z Series)"
2515,TBW08003A,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn tường TOTO TBW08003A (vuông, 300 mm)"
2516,TBW08001A,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn tường TOTO TBW08001A (vuông, 200 mm)"
2517,TBW08002A,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn tường TOTO TBW08002A (vuông, 250 mm)"
2518,TBW08002A1,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn trần TOTO TBW08002A1 (vuông, 250 mm)"
2519,TBW08003A1,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn trần TOTO TBW08003A1 (vuông, 300 mm)"
2520,TBW08001A1,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn trần TOTO TBW08001A1 (vuông, 200 mm)"
2521,TBW07004A,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn tường TOTO TBW07004A (2 chế độ, 300mm)"
2522,TBW07003A,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn tường TOTO TBW07003A (tròn, 300 mm)"
2523,TBW07002A,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn tường TOTO TBW07002A (tròn, 250 mm)"
2524,TBW07001A,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn tường TOTO TBW07001A (tròn, 200 mm)"
2525,WF-9055,American Standard,bat-sen,phu-kien,bat-sen,YES,"Bát sen âm tường American Standard WF-9055 (WF9055)"
2526,FFASS515BHG,American Standard,sen-tam,phu-kien,bat-sen,YES,"Đầu sen phun mưa vuông 300mm American Standard FFASS515"
2527,1030960001,American Standard,sen-tam,phu-kien,bat-sen,YES,"Đầu sen phun mưa American Standard 1030960001"
2528,1030970001,American Standard,sen-tam,phu-kien,bat-sen,YES,"Đầu sen phun mưa American Standard 1030970001"
2529,26479000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bát sen Rainshower SmartActive 310 Cube GROHE 26479000"
2530,26475000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bát sen Rainshower SmartActive 310 GROHE 26475000"
2531,26477000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bát sen Rainshower SmartActive 310 GROHE 26477000"
2532,27974000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bát sen Grandera 210 GROHE 27974IG0"
2533,26662000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bát sen Tempesta 250 GROHE 26662000"
2534,124488,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bát sen Cosmopolitan 210 Grohe 124488"
2535,26455000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bát sen Euphoria 260 Grohe 26455000"
2536,27705000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bát sen Euphoria Cube 150 Grohe 27705000"
2537,27541001,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bát sen New Tempesta Cosmopolitan 200 Grohe 27541001"
2538,27479000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bát sen Rainshower Allure 230 Grohe 27479000"
2539,26460000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bát sen gắn trần Euphoria 260 Grohe 26460000"
2540,26557000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bát sen gắn tường Grohe Rainshower Cosmopolitan 310 Grohe 26557000"
2541,26666000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bát sen tròn Tempesta 250 Grohe 26666000"
2542,28368000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bát sen tròn Rainshower Cosmopolitan 210 mm Grohe 28368000"
2543,AT32501,ATMOR,sen-tam,phu-kien,bat-sen,YES,"Đầu sen gắn tường ATMOR AT32501"
2544,AT01011,ATMOR,tay-sen,tay-sen,,,"Đầu sen gắn tường và tay sen ATMOR AT01011"
2545,AT13302,ATMOR,sen-tam,phu-kien,tay-sen-dau,YES,"Đầu sen tròn ATMOR AT13302"
2546,AT15008MB,ATMOR,sen-tam,phu-kien,tay-sen-dau,YES,"Đầu sen tròn ATMOR AT15008MB"
2547,AT19022,ATMOR,sen-tam,phu-kien,tay-sen-dau,YES,"Đầu sen vuông ATMOR AT19022"
2548,M22062,MOEN,sen-tam,phu-kien,tay-sen-dau,YES,"Đầu sen tròn MOEN M22062"
2549,M22063,MOEN,sen-tam,phu-kien,tay-sen-dau,YES,"Đầu sen vuông MOEN M22063"
2550,M22064,MOEN,sen-tam,phu-kien,tay-sen-dau,YES,"Đầu sen vuông MOEN M22064"
2551,M22065,MOEN,sen-tam,phu-kien,tay-sen-dau,YES,"Đầu sen vuông MOEN M22065"
2552,M22080,MOEN,sen-tam,phu-kien,tay-sen-dau,YES,"Đầu sen tròn MOEN M22080"
2553,S1311,MOEN,sen-tam,cu-sen,,YES,"Bộ đầu sen tròn MOEN S1311"
2554,S6320,MOEN,sen-tam,phu-kien,tay-sen-dau,YES,"Đầu sen tròn MOEN S6320"
2555,ZF06#BL,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen gắn tường COTTO ZF06#BL"
2556,ZF01WRS,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen mưa COTTO ZF01WRS âm trần Xpano (side)"
2557,ZF09,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen mưa COTTO ZF09 âm trần"
2558,ZF08,COTTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen mưa COTTO ZF08 âm trần"
2559,WF-S508W,American Standard,tay-sen,tay-sen,,,"Bộ tay sen tắm American Standard Duo Stix WF-S508W/B"
2560,WF-S507,American Standard,tay-sen,tay-sen,,,"Tay sen tắm DuoStix American Standard WF-S507 / WF-S507W"
2561,1030980001,American Standard,tay-sen,tay-sen,,,"Tay sen tắm 3 chế độ American Standard 1030980001"
2562,1030990001,American Standard,tay-sen,tay-sen,,,"Tay sen tắm 03 chế độ American Standard 1030990001"
2563,1511-HS,American Standard,tay-sen,tay-sen,,,"Tay sen với dây & gác sen American Standard Saga1511-HS (SAGA1511HS)"
2564,1361440000,American Standard,tay-sen,tay-sen,,,"Bộ tay sen tắm American Standard WizFlo 1361440000"
2565,1361460000,American Standard,tay-sen,tay-sen,,,"Bộ tay sen tắm American Standard WizFlo Duo 1361460000"
2566,1352630000,American Standard,tay-sen,tay-sen,,,"Bộ tay sen tắm American Standard WizFlo Duo Flex 1352630000"
2567,1361450000,American Standard,tay-sen,tay-sen,,,"Bộ tay sen tắm American Standard WizFlo Flex 1361450000"
2568,AT020101,ATMOR,tay-sen,tay-sen,,,"Tay sen tắm đồng mạ chrome ATMOR AT020101"
2569,AT-20611,ATMOR,tay-sen,tay-sen,,,"Bộ thanh trượt & tay sen tắm ATMOR AT-20611 (AT20611)"
2570,AT030101,ATMOR,tay-sen,tay-sen,,,"Tay sen tắm đồng mạ chrome ATMOR AT030101"
2571,AT08006,ATMOR,tay-sen,tay-sen,,,"Bộ tay sen tắm ATMOR AT08006"
2572,AT08007,ATMOR,tay-sen,tay-sen,,,"Bộ tay sen tắm 3 chế độ ATMOR AT08007"
2573,AT11401,ATMOR,tay-sen,tay-sen,,,"Tay sen tắm ATMOR AT11401"
2574,AT11301,ATMOR,tay-sen,tay-sen,,,"Tay sen tắm ATMOR AT11301"
2575,AT20901,ATMOR,tay-sen,tay-sen,,,"Bộ thanh trượt & tay sen tắm ATMOR AT20901"
2576,AT21202,ATMOR,tay-sen,tay-sen,,,"Bộ thanh trượt & tay sen tắm ATMOR AT21202"
2577,AT20906,ATMOR,tay-sen,tay-sen,,,"Bộ thanh trượt, tay sen tắm & thanh vắt khăn ATMOR AT20906"
2578,AT31613,ATMOR,tay-sen,tay-sen,,,"Tay sen tắm 3 chế độ ATMOR AT31613"
2579,AT33101,ATMOR,tay-sen,tay-sen,,,"Tay sen tắm 3 chế độ ATMOR AT33101"
2580,AT33107,ATMOR,tay-sen,tay-sen,,,"Tay sen tắm 3 chế độ ATMOR AT33107"
2581,AT4071-SEN,ATMOR,tay-sen,tay-sen,,,"Bộ thanh trượt & tay sen tắm ATMOR AT4071-SEN (AT4071)"
2582,AT50106,ATMOR,tay-sen,tay-sen,,,"Tay sen tắm ATMOR AT50106"
2583,AT51605,ATMOR,tay-sen,tay-sen,,,"Tay sen tắm ATMOR AT51605"
2584,AT12102-TAYSEN,ATMOR,tay-sen,tay-sen,,,"Tay sen tắm ATMOR AT12102-TAYSEN (AT12102)"
2585,AT21201MB,ATMOR,sen-tam,phu-kien,thanh-truot,YES,"Bộ thanh trượt sen tắm ATMOR AT21201MB (AT-B212101MB)"
2586,AT39001,ATMOR,tay-sen,tay-sen,,,"Tay sen tắm ATMOR AT39001"
2587,DH-810-ACP,ATMOR,tay-sen,tay-sen,,,"Tay sen tắm massage ATMOR DH-810-ACP"
2588,SH238,CAESAR,tay-sen,tay-sen,,,"Tay sen tắm 3 chế độ Caesar SH238"
2589,SH237V,CAESAR,tay-sen,tay-sen,,,"Tay sen tắm 3 chế độ Caesar SH237V"
2590,SH110,CAESAR,tay-sen,tay-sen,,,"Tay sen tắm 1 chế độ Caesar SH110"
2591,SH212,CAESAR,tay-sen,tay-sen,,,"Tay sen tắm 1 chế độ Caesar SH212"
2592,SH221,CAESAR,tay-sen,tay-sen,,,"Tay sen tắm 2 chế độ Caesar SH221"
2593,SH335,CAESAR,tay-sen,tay-sen,,,"Tay sen tắm 3 chế độ Caesar SH335"
2594,SH133,CAESAR,tay-sen,tay-sen,,,"Tay sen tắm 3 chế độ Caesar SH133"
2595,50211MCW,CAESAR,tay-sen,tay-sen,,,"Tay sen tắm nhựa Caesar 50211MCW"
2596,SH211,CAESAR,tay-sen,tay-sen,,,"Tay sen tắm 1 chế độ Caesar SH211"
2597,50205MCC,CAESAR,tay-sen,tay-sen,,,"Tay sen Caesar 50205MCC"
2598,S378C-1,CAESAR,tay-sen,tay-sen,,,"Tay sen Caesar S378C-1"
2599,S578-5,CAESAR,tay-sen,tay-sen,,,"Tay sen Caesar S578-5"
2600,S648C-1,CAESAR,tay-sen,tay-sen,,,"Tay sen Caesar S648C-1"
2601,SH110/50211MCW,CAESAR,tay-sen,tay-sen,,,"Tay sen Caesar SH110 kèm dây sen 50211MCW"
2602,SH211/50211MCW,CAESAR,tay-sen,tay-sen,,,"Tay sen Caesar SH211 kèm dây sen 50211MCW"
